ASCII data file created with TiePie Multi Channel software. www.tiepie.com.
2017-03-10 14:09:24 104m





Relative time;HS4D-5(24422).Ch2;HS4D-5(24422).Ch3
s;V;V
28.1243;170.35573;1.1814516
28.1244;170.55336;1.2076613
28.1245;169.36759;1.1955645
28.1246;168.97233;1.233871
28.1247;167.58893;1.2016129
28.1248;166.60079;1.2197581
28.1249;165.01976;1.2076613
28.125;162.84585;1.1935484
28.1251;160.67194;1.233871
28.1252;158.10277;1.1995968
28.1253;156.52174;1.1693548
28.1254;153.95257;1.1955645
28.1255;151.58103;1.1854839
28.1256;149.01186;1.1854839
28.1257;147.62846;1.4133065
28.1258;144.4664;1.233871
28.1259;141.6996;1.2217742
28.126;139.13043;1.2177419
28.1261;136.36364;1.203629
28.1262;136.16601;1.1814516
28.1263;136.16601;1.1975806
28.1264;135.57312;1.2056452
28.1265;135.17787;1.1754032
28.1266;135.57312;1.2116935
28.1267;148.6166;1.0544355
28.1268;152.7668;1.1310484
28.1269;156.12648;1.1512097
28.127;159.28854;1.1391129
28.1271;161.26482;1.1491935
28.1272;163.43874;1.2056452
28.1273;164.82213;1.1491935
28.1274;165.61265;1.1431452
28.1275;166.40316;1.1290323
28.1276;167.3913;1.1532258
28.1277;166.99605;1.1229839
28.1278;165.41502;1.1673387
28.1279;166.60079;1.1370968
28.128;164.62451;1.125
28.1281;164.22925;1.1572581
28.1282;162.64822;1.1552419
28.1283;160.86957;1.0887097
28.1284;158.69565;1.0927419
28.1285;156.52174;1.1169355
28.1286;154.34783;1.0483871
28.1287;152.56917;1.2540323
28.1288;150.19763;1.1673387
28.1289;147.43083;1.1169355
28.129;145.05929;1.1189516
28.1291;142.88538;1.1290323
28.1292;140.31621;1.1290323
28.1293;137.94466;1.1330645
28.1294;136.95652;1.1189516
28.1295;136.56126;1.1754032
28.1296;136.16601;1.1653226
28.1297;136.16601;1.1814516
28.1298;135.77075;1.1854839
28.1299;147.43083;1.4798387
28.13;151.18577;1.25
28.1301;154.54545;1.2177419
28.1302;157.90514;1.2137097
28.1303;161.06719;1.2560484
28.1304;163.63636;1.2479839
28.1305;165.61265;1.2439516
28.1306;167.58893;1.2197581
28.1307;168.57708;1.1875
28.1308;169.56522;1.1814516
28.1309;169.96047;1.2096774
28.131;170.75099;1.1834677
28.1311;170.1581;1.1774194
28.1312;169.96047;1.171371
28.1313;169.16996;1.1653226
28.1314;168.18182;1.1814516
28.1315;165.01976;1.0504032
28.1316;164.82213;1.1633065
28.1317;163.24111;1.1370968
28.1318;161.26482;1.141129
28.1319;158.49802;1.1733871
28.132;156.32411;1.1653226
28.1321;153.75494;1.1149194
28.1322;152.17391;1.1693548
28.1323;149.20949;1.1592742
28.1324;147.43083;1.2258065
28.1325;144.86166;1.1733871
28.1326;142.68775;1.1673387
28.1327;139.92095;1.2237903
28.1328;139.92095;1.1774194
28.1329;140.31621;1.1754032
28.133;139.52569;1.1653226
28.1331;140.11858;1.2580645
28.1332;139.72332;1.2318548
28.1333;150.59289;1.0685484
28.1334;154.34783;1.108871
28.1335;157.70751;1.1129032
28.1336;161.06719;1.1532258
28.1337;163.63636;1.1915323
28.1338;164.42688;1.0887097
28.1339;167.19368;1.1108871
28.134;168.57708;1.141129
28.1341;169.36759;1.0403226
28.1342;169.56522;0.81854839
28.1343;170.55336;1.0745968
28.1344;170.35573;1.0967742
28.1345;169.16996;1.016129
28.1346;168.18182;1.0080645
28.1347;167.3913;1.0645161
28.1348;166.20553;1.078629
28.1349;164.42688;1.0362903
28.135;162.45059;1.0544355
28.1351;160.47431;1.0846774
28.1352;157.90514;1.0504032
28.1353;156.12648;1.1108871
28.1354;154.1502;1.1149194
28.1355;151.77866;1.0504032
28.1356;149.80237;1.0705645
28.1357;147.82609;1.0806452
28.1358;144.86166;1.0745968
28.1359;142.09486;1.0584677
28.136;139.92095;1.0544355
28.1361;137.35178;1.0766129
28.1362;136.36364;1.0846774
28.1363;136.36364;1.0947581
28.1364;135.37549;1.0967742
28.1365;135.37549;1.0967742
28.1366;135.17787;1.1189516
28.1367;149.20949;1.3548387
28.1368;151.77866;1.1754032
28.1369;155.33597;1.1370968
28.137;157.90514;1.1149194
28.1371;160.47431;1.1451613
28.1372;162.25296;1.1431452
28.1373;164.03162;1.1330645
28.1374;166.40316;1.3487903
28.1375;166.40316;1.2016129
28.1376;166.60079;1.1774194
28.1377;166.79842;1.1350806
28.1378;166.79842;1.1290323
28.1379;166.00791;1.1350806
28.138;165.61265;1.1330645
28.1381;164.62451;1.1733871
28.1382;163.04348;1.1048387
28.1383;161.85771;1.1854839
28.1384;159.88142;1.1229839
28.1385;157.70751;1.1350806
28.1386;155.73123;1.1955645
28.1387;153.75494;1.1612903
28.1388;150.19763;1.1491935
28.1389;149.01186;1.1471774
28.139;146.44269;1.1451613
28.1391;143.67589;1.1572581
28.1392;141.30435;1.1471774
28.1393;138.93281;1.1612903
28.1394;136.56126;1.1612903
28.1395;136.95652;1.1431452
28.1396;136.56126;1.1129032
28.1397;136.36364;1.0967742
28.1398;135.57312;1.1048387
28.1399;132.80632;0.7983871
28.14;150.19763;0.9858871
28.1401;153.95257;1.046371
28.1402;157.31225;1.0383065
28.1403;160.07905;0.98991935
28.1404;162.64822;1.0302419
28.1405;165.01976;1.0645161
28.1406;166.60079;1.0665323
28.1407;168.37945;1.0383065
28.1408;169.16996;1.0524194
28.1409;169.96047;1.0504032
28.141;170.1581;1.0584677
28.1411;169.76285;1.0846774
28.1412;169.96047;1.0987903
28.1413;169.36759;1.0806452
28.1414;168.57708;1.0846774
28.1415;167.3913;1.0846774
28.1416;165.81028;1.1330645
28.1417;163.83399;1.1149194
28.1418;163.24111;1.2076613
28.1419;159.28854;1.0584677
28.142;156.71937;1.0705645
28.1421;154.94071;1.1431452
28.1422;152.7668;1.1149194
28.1423;150.19763;1.1149194
28.1424;147.82609;1.1129032
28.1425;144.86166;1.0967742
28.1426;142.68775;1.1028226
28.1427;140.11858;1.1108871
28.1428;139.72332;1.1068548
28.1429;139.13043;1.0806452
28.143;139.32806;1.0967742
28.1431;138.73518;1.1370968
28.1432;138.93281;1.1008065
28.1433;150.98814;1.3770161
28.1434;153.55731;1.2379032
28.1435;157.70751;1.1532258
28.1436;160.86957;1.1915323
28.1437;163.04348;1.1895161
28.1438;164.82213;1.1592742
28.1439;167.58893;1.1633065
28.144;169.56522;1.2137097
28.1441;170.55336;1.266129
28.1442;171.73913;1.4395161
28.1443;171.14625;1.1975806
28.1444;171.14625;1.1633065
28.1445;170.94862;1.2278226
28.1446;170.35573;1.2258065
28.1447;169.16996;1.2177419
28.1448;167.98419;1.203629
28.1449;166.60079;1.203629
28.145;164.82213;1.1895161
28.1451;162.84585;1.2479839
28.1452;160.27668;1.2076613
28.1453;158.49802;1.2016129
28.1454;155.73123;1.1854839
28.1455;153.55731;1.2056452
28.1456;151.18577;1.2620968
28.1457;148.41897;1.1915323
28.1458;145.8498;1.1915323
28.1459;143.67589;1.2056452
28.146;141.10672;1.2056452
28.1461;138.14229;1.2459677
28.1462;137.35178;1.2137097
28.1463;137.35178;1.2217742
28.1464;137.15415;1.1875
28.1465;136.16601;1.1834677
28.1466;135.96838;1.1915323
28.1467;155.13834;0.9375
28.1468;152.17391;1.1169355
28.1469;155.5336;1.1290323
28.147;158.89328;1.1209677
28.1471;161.26482;1.1290323
28.1472;163.24111;1.1471774
28.1473;165.01976;1.1290323
28.1474;166.79842;1.1229839
28.1475;167.19368;1.1391129
28.1476;168.18182;1.1028226
28.1477;168.18182;1.1048387
28.1478;168.18182;1.1451613
28.1479;167.78656;1.1209677
28.148;166.79842;1.1431452
28.1481;165.81028;1.1451613
28.1482;164.42688;1.1370968
28.1483;163.04348;1.1330645
28.1484;160.67194;1.0625
28.1485;158.49802;1.1612903
28.1486;155.92885;1.1633065
28.1487;153.95257;1.0846774
28.1488;152.17391;1.1330645
28.1489;149.80237;1.1169355
28.149;147.43083;1.1048387
28.1491;144.86166;1.1633065
28.1492;142.49012;1.1169355
28.1493;139.72332;1.141129
28.1494;137.15415;1.1108871
28.1495;136.95652;1.1612903
28.1496;136.95652;1.1612903
28.1497;136.56126;1.1693548
28.1498;135.77075;1.1612903
28.1499;136.56126;1.1673387
28.15;150;1.2701613
28.1501;153.95257;1.2520161
28.1502;157.31225;1.2681452
28.1503;160.67194;1.25
28.1504;163.43874;1.2399194
28.1505;166.00791;1.2439516
28.1506;167.98419;1.2379032
28.1507;169.56522;1.2681452
28.1508;169.76285;1.2116935
28.1509;170.75099;1.2137097
28.151;170.94862;1.2217742
28.1511;171.5415;1.2741935
28.1512;171.14625;1.2379032
28.1513;170.1581;1.2056452
28.1514;168.97233;1.1834677
28.1515;167.98419;1.1995968
28.1516;166.20553;1.1875
28.1517;164.03162;1.1451613
28.1518;162.45059;1.1612903
28.1519;159.88142;1.1733871
28.152;156.917;1.0040323
28.1521;155.33597;1.2701613
28.1522;152.96443;1.1612903
28.1523;150.98814;1.1552419
28.1524;148.41897;1.1572581
28.1525;146.04743;1.1592742
28.1526;143.28063;1.203629
28.1527;141.10672;1.1794355
28.1528;139.13043;1.1794355
28.1529;139.92095;1.1834677
28.153;140.11858;1.171371
28.1531;139.92095;1.1875
28.1532;139.92095;1.1854839
28.1533;140.11858;1.1754032
28.1534;153.75494;1.0806452
28.1535;157.31225;1.125
28.1536;160.86957;1.1391129
28.1537;163.63636;1.1068548
28.1538;165.21739;1.125
28.1539;167.58893;1.1108871
28.154;169.96047;1.1491935
28.1541;170.55336;1.1451613
28.1542;170.35573;0.85282258
28.1543;171.14625;0.97580645
28.1544;171.14625;1.1209677
28.1545;170.55336;1.0362903
28.1546;169.76285;1.0685484
28.1547;169.16996;1.0645161
28.1548;167.78656;1.0725806
28.1549;166.00791;1.0342742
28.155;163.83399;1.0262097
28.1551;162.45059;1.125
28.1552;160.47431;1.0725806
28.1553;157.70751;1.0544355
28.1554;155.5336;1.0524194
28.1555;153.16206;1.0584677
28.1556;151.58103;1.1008065
28.1557;149.20949;1.0685484
28.1558;146.44269;1.0645161
28.1559;143.87352;1.078629
28.156;141.50198;1.0685484
28.1561;139.32806;1.0846774
28.1562;137.54941;1.0947581
28.1563;137.74704;1.0887097
28.1564;137.35178;1.0987903
28.1565;136.56126;1.0806452
28.1566;136.75889;1.1108871
28.1567;147.82609;1.1693548
28.1568;152.7668;1.1895161
28.1569;156.12648;1.1451613
28.157;159.28854;1.1653226
28.1571;161.85771;1.203629
28.1572;163.24111;1.1189516
28.1573;165.41502;1.1370968
28.1574;167.19368;1.1270161
28.1575;167.78656;1.1290323
28.1576;168.18182;1.1673387
28.1577;168.57708;1.1330645
28.1578;168.37945;1.1391129
28.1579;167.98419;1.1068548
28.158;166.99605;1.1552419
28.1581;166.40316;1.2197581
28.1582;165.41502;1.108871
28.1583;163.63636;1.1270161
28.1584;161.06719;1.1229839
28.1585;159.68379;1.1451613
28.1586;157.11462;1.2016129
28.1587;155.5336;1.1814516
28.1588;152.96443;1.1310484
28.1589;150.79051;1.1552419
28.159;148.81423;1.1875
28.1591;145.65217;1.1854839
28.1592;143.67589;1.1592742
28.1593;140.90909;1.1471774
28.1594;138.14229;1.1370968
28.1595;137.94466;1.1129032
28.1596;137.94466;1.1270161
28.1597;137.54941;1.1330645
28.1598;137.54941;1.1149194
28.1599;137.15415;1.108871
28.16;150.59289;1.0282258
28.1601;154.94071;1.0806452
28.1602;157.50988;1.0524194
28.1603;160.67194;1.0302419
28.1604;163.43874;1.0322581
28.1605;165.81028;1.0342742
28.1606;167.78656;1.0685484
28.1607;169.16996;1.0645161
28.1608;170.75099;1.046371
28.1609;171.5415;1.0241935
28.161;171.73913;1.108871
28.1611;171.73913;1.0907258
28.1612;171.73913;1.0846774
28.1613;171.14625;1.0625
28.1614;170.1581;1.0625
28.1615;168.37945;1.0826613
28.1616;167.3913;1.1209677
28.1617;165.21739;1.0806452
28.1618;163.83399;1.1028226
28.1619;161.85771;1.0705645
28.162;158.69565;1.1008065
28.1621;157.31225;1.1491935
28.1622;154.74308;1.1108871
28.1623;152.56917;1.0826613
28.1624;149.60474;1.0725806
28.1625;147.62846;1.1068548
28.1626;145.45455;1.1330645
28.1627;142.88538;1.1330645
28.1628;140.90909;1.0927419
28.1629;140.90909;1.1270161
28.163;141.10672;1.1391129
28.1631;140.71146;1.1915323
28.1632;140.31621;1.1310484
28.1633;140.11858;1.0887097
28.1634;153.35968;1.2197581
28.1635;157.50988;1.1754032
28.1636;160.86957;1.1572581
28.1637;163.04348;1.2137097
28.1638;164.82213;1.1028226
28.1639;167.3913;1.2016129
28.164;169.96047;1.2016129
28.1641;170.75099;1.1209677
28.1642;171.73913;1.3427419
28.1643;171.73913;1.2822581
28.1644;171.73913;1.1471774
28.1645;171.34387;1.2479839
28.1646;170.55336;1.2056452
28.1647;170.1581;1.1754032
28.1648;168.7747;1.1995968
28.1649;167.3913;1.1975806
28.165;166.40316;1.2076613
28.1651;163.24111;1.2540323
28.1652;161.46245;1.2116935
28.1653;159.28854;1.171371
28.1654;157.31225;1.1814516
28.1655;154.94071;1.2278226
28.1656;152.37154;1.2802419
28.1657;150;1.1955645
28.1658;147.62846;1.2056452
28.1659;145.05929;1.2237903
28.166;142.88538;1.2439516
28.1661;139.72332;1.2298387
28.1662;137.54941;1.1733871
28.1663;137.74704;1.1754032
28.1664;137.15415;1.1612903
28.1665;136.56126;1.1935484
28.1666;136.56126;1.1552419
28.1667;136.56126;1.1612903
28.1668;150.59289;0.85282258
28.1669;155.33597;1.171371
28.167;158.49802;1.171371
28.1671;161.06719;1.1108871
28.1672;162.84585;1.1693548
28.1673;164.82213;1.1169355
28.1674;166.60079;1.1129032
28.1675;167.3913;1.1491935
28.1676;168.37945;1.1854839
28.1677;168.7747;1.1895161
28.1678;167.98419;1.125
28.1679;167.78656;1.1350806
28.168;167.58893;1.1592742
28.1681;166.99605;1.1693548
28.1682;165.61265;1.1693548
28.1683;164.22925;1.1431452
28.1684;162.25296;1.1169355
28.1685;160.07905;1.1612903
28.1686;157.70751;1.1854839
28.1687;155.5336;1.1169355
28.1688;153.55731;1.1330645
28.1689;151.18577;1.1693548
28.169;148.6166;1.125
28.1691;146.24506;1.1350806
28.1692;143.28063;1.0927419
28.1693;140.90909;1.1169355
28.1694;138.53755;1.1169355
28.1695;137.54941;1.1572581
28.1696;137.35178;1.1754032
28.1697;137.35178;1.1068548
28.1698;136.95652;1.1834677
28.1699;136.56126;1.1733871
28.17;149.60474;1.375
28.1701;153.35968;1.2560484
28.1702;157.11462;1.25
28.1703;160.47431;1.233871
28.1704;162.84585;1.233871
28.1705;166.00791;1.2983871
28.1706;168.18182;1.2762097
28.1707;169.36759;1.2318548
28.1708;170.75099;1.2137097
28.1709;171.93676;1.2258065
28.171;172.33202;1.2520161
28.1711;172.33202;1.233871
28.1712;172.33202;1.2379032
28.1713;171.73913;1.2137097
28.1714;170.75099;1.2116935
28.1715;169.76285;1.2016129
28.1716;167.98419;1.1955645
28.1717;166.40316;1.1955645
28.1718;164.42688;1.1673387
28.1719;161.46245;1.1572581
28.172;159.28854;1.1975806
28.1721;157.11462;1.2076613
28.1722;154.74308;1.125
28.1723;152.37154;1.1612903
28.1724;150;1.1612903
28.1725;147.43083;1.1814516
28.1726;145.45455;1.1754032
28.1727;143.083;1.2298387
28.1728;140.90909;1.1915323
28.1729;141.10672;1.1693548
28.173;140.90909;1.1572581
28.1731;140.71146;1.1915323
28.1732;140.11858;1.1310484
28.1733;141.10672;1.1552419
28.1734;152.56917;0.92137097
28.1735;157.31225;1.1370968
28.1736;161.26482;1.1633065
28.1737;164.42688;1.1108871
28.1738;166.60079;1.1290323
28.1739;168.7747;1.1229839
28.174;171.34387;1.1532258
28.1741;172.52964;1.2016129
28.1742;172.13439;0.92540323
28.1743;172.9249;0.89516129
28.1744;173.51779;1.1451613
28.1745;172.72727;1.1068548
28.1746;172.33202;1.1129032
28.1747;172.13439;1.0625
28.1748;169.96047;1.0766129
28.1749;168.7747;1.0846774
28.175;166.99605;1.078629
28.1751;164.42688;1.0745968
28.1752;162.45059;1.0282258
28.1753;160.07905;1.046371
28.1754;157.70751;1.0524194
28.1755;154.94071;0.77822581
28.1756;153.55731;1.0766129
28.1757;151.3834;1.0665323
28.1758;148.6166;1.0544355
28.1759;146.04743;1.0383065
28.176;143.47826;1.0362903
28.1761;140.51383;1.0524194
28.1762;138.53755;1.0504032
28.1763;137.54941;0.95362903
28.1764;137.94466;1.1008065
28.1765;137.74704;1.1189516
28.1766;136.95652;1.0866935
28.1767;137.54941;1.0987903
28.1768;151.58103;1.2560484
28.1769;155.73123;1.1754032
28.177;159.09091;1.1814516
28.1771;161.46245;1.2137097
28.1772;163.43874;1.1471774
28.1773;166.00791;1.1391129
28.1774;167.58893;1.1592742
28.1775;168.37945;1.1754032
28.1776;168.7747;1.1633065
28.1777;169.16996;1.1532258
28.1778;169.76285;1.1552419
28.1779;168.7747;1.1491935
28.178;168.37945;1.1673387
28.1781;166.99605;1.141129
28.1782;166.00791;1.078629
28.1783;164.42688;1.0846774
28.1784;162.84585;1.1270161
28.1785;160.86957;1.2782258
28.1786;158.69565;1.1854839
28.1787;156.12648;1.1612903
28.1788;154.1502;1.1229839
28.1789;151.3834;1.1451613
28.179;149.40711;1.1370968
28.1791;146.64032;1.1612903
28.1792;144.4664;1.1612903
28.1793;142.29249;1.1955645
28.1794;139.32806;1.1733871
28.1795;138.53755;1.1451613
28.1796;138.53755;1.1149194
28.1797;138.33992;1.1612903
28.1798;137.94466;1.1290323
28.1799;137.74704;0.90927419
28.18;150.98814;0.97580645
28.1801;153.16206;1.0100806
28.1802;156.71937;1.0443548
28.1803;159.88142;1.0524194
28.1804;163.04348;1.0604839
28.1805;165.41502;1.0907258
28.1806;167.78656;1.0705645
28.1807;169.16996;1.0181452
28.1808;170.35573;1.046371
28.1809;170.75099;1.0342742
28.181;171.5415;1.0604839
28.1811;171.73913;1.0806452
28.1812;171.5415;1.0403226
28.1813;171.34387;1.0544355
28.1814;170.1581;1.0040323
28.1815;169.56522;1.1673387
28.1816;167.78656;1.1532258
28.1817;166.00791;1.0282258
28.1818;164.62451;1.0846774
28.1819;161.46245;1.1028226
28.182;159.48617;1.0806452
28.1821;156.917;1.108871
28.1822;155.5336;1.1048387
28.1823;153.16206;1.108871
28.1824;150.59289;1.1169355
28.1825;149.01186;1.1149194
28.1826;146.24506;1.0766129
28.1827;144.07115;1.0766129
28.1828;140.90909;1.1008065
28.1829;141.30435;1.1431452
28.183;141.50198;1.1612903
28.1831;141.10672;1.1068548
28.1832;140.31621;1.1209677
28.1833;140.90909;1.1330645
28.1834;152.96443;1.3044355
28.1835;156.917;1.2177419
28.1836;160.07905;1.2137097
28.1837;163.24111;1.2258065
28.1838;165.21739;1.1370968
28.1839;166.79842;1.1633065
28.184;170.1581;1.1633065
28.1841;171.73913;1.1330645
28.1842;172.33202;1.2802419
28.1843;173.12253;1.4858871
28.1844;172.9249;1.2641129
28.1845;172.9249;1.2318548
28.1846;172.33202;1.2056452
28.1847;171.5415;1.1754032
28.1848;170.35573;1.1733871
28.1849;168.7747;1.1915323
28.185;167.98419;1.2177419
28.1851;165.41502;1.1854839
28.1852;163.24111;1.2237903
28.1853;161.26482;1.1814516
28.1854;159.28854;1.203629
28.1855;157.11462;1.2459677
28.1856;154.74308;1.233871
28.1857;152.56917;1.2076613
28.1858;150.19763;1.2076613
28.1859;147.43083;1.2701613
28.186;144.66403;1.2419355
28.1861;142.29249;1.2217742
28.1862;139.72332;1.2157258
28.1863;139.52569;1.1995968
28.1864;139.13043;1.2116935
28.1865;138.73518;1.1653226
28.1866;138.33992;1.1935484
28.1867;138.33992;1.1955645
28.1868;151.77866;1.0725806
28.1869;155.73123;1.0846774
28.187;159.48617;1.1431452
28.1871;162.05534;1.125
28.1872;165.01976;1.0645161
28.1873;165.81028;1.1189516
28.1874;168.18182;1.2237903
28.1875;169.36759;1.1693548
28.1876;169.56522;1.1068548
28.1877;169.96047;1.0423387
28.1878;170.1581;1.1532258
28.1879;169.76285;1.1391129
28.188;169.16996;1.1431452
28.1881;168.57708;1.1572581
28.1882;167.3913;1.1229839
28.1883;166.60079;1.141129
28.1884;164.22925;1.1149194
28.1885;162.45059;1.1491935
28.1886;160.27668;1.1633065
28.1887;158.3004;1.1592742
28.1888;156.12648;1.1854839
28.1889;153.35968;1.1592742
28.189;151.18577;1.1330645
28.1891;148.6166;1.1491935
28.1892;145.8498;1.1189516
28.1893;143.67589;1.1370968
28.1894;140.90909;1.1451613
28.1895;138.73518;1.1854839
28.1896;139.32806;1.1572581
28.1897;138.33992;1.1370968
28.1898;138.53755;1.1270161
28.1899;137.94466;1.1814516
28.19;153.75494;1.4112903
28.1901;154.1502;0.97983871
28.1902;157.31225;1.2540323
28.1903;160.47431;1.2419355
28.1904;163.63636;1.2580645
28.1905;166.60079;1.2217742
28.1906;168.7747;1.2318548
28.1907;170.35573;1.2298387
28.1908;171.73913;1.2137097
28.1909;172.52964;1.2237903
28.191;173.32016;1.2620968
28.1911;174.3083;1.2439516
28.1912;173.51779;1.2016129
28.1913;173.71542;1.2116935
28.1914;172.72727;1.2258065
28.1915;171.73913;1.1915323
28.1916;170.75099;1.1875
28.1917;168.7747;1.1653226
28.1918;166.40316;1.171371
28.1919;164.82213;1.1895161
28.192;161.85771;1.2116935
28.1921;159.68379;1.1834677
28.1922;157.70751;1.1733871
28.1923;154.1502;1.0745968
28.1924;152.17391;1.1653226
28.1925;150.19763;1.1955645
28.1926;147.62846;1.1693548
28.1927;144.66403;1.1512097
28.1928;142.49012;1.1633065
28.1929;142.09486;1.1592742
28.193;142.09486;1.141129
28.1931;141.89723;1.1290323
28.1932;141.89723;1.1975806
28.1933;141.89723;1.1733871
28.1934;152.56917;1.0665323
28.1935;157.31225;1.0866935
28.1936;160.67194;1.1048387
28.1937;163.63636;1.078629
28.1938;166.40316;1.1068548
28.1939;167.98419;1.1209677
28.194;170.94862;1.1431452
28.1941;172.72727;1.1572581
28.1942;173.12253;1.0262097
28.1943;173.51779;0.86491935
28.1944;174.3083;1.1068548
28.1945;173.91304;1.125
28.1946;173.32016;1.0725806
28.1947;172.33202;1.0806452
28.1948;171.5415;1.0745968
28.1949;169.96047;1.0826613
28.195;168.37945;1.0887097
28.1951;166.20553;1.1068548
28.1952;164.03162;1.108871
28.1953;162.05534;1.0504032
28.1954;159.48617;1.0846774
28.1955;156.917;1.0705645
28.1956;154.34783;1.0020161
28.1957;152.17391;1.0685484
28.1958;149.60474;1.0625
28.1959;147.2332;1.0483871
28.196;144.4664;1.0524194
28.1961;140.90909;0.97782258
28.1962;139.32806;1.0685484
28.1963;138.73518;1.078629
28.1964;138.33992;1.0846774
28.1965;138.14229;1.0947581
28.1966;137.54941;1.0866935
28.1967;137.35178;1.0423387
28.1968;152.56917;1.4354839
28.1969;154.54545;1.2056452
28.197;158.69565;1.1512097
28.1971;161.06719;1.1774194
28.1972;163.83399;1.1350806
28.1973;165.81028;1.1572581
28.1974;166.60079;1.1774194
28.1975;168.7747;1.1612903
28.1976;169.76285;1.1955645
28.1977;169.96047;1.1370968
28.1978;170.55336;1.171371
28.1979;169.96047;1.171371
28.198;169.16996;1.1592742
28.1981;170.35573;1.1975806
28.1982;166.99605;1.108871
28.1983;166.00791;1.1270161
28.1984;164.22925;1.1612903
28.1985;162.25296;1.1431452
28.1986;159.68379;1.1028226
28.1987;157.31225;1.1532258
28.1988;155.13834;1.1592742
28.1989;151.97628;1.0967742
28.199;150.79051;1.1995968
28.1991;148.6166;1.1391129
28.1992;145.65217;1.1693548
28.1993;143.28063;1.1290323
28.1994;140.71146;1.1633065
28.1995;138.73518;1.1532258
28.1996;139.13043;1.1431452
28.1997;138.93281;1.1512097
28.1998;138.73518;1.1451613
28.1999;138.33992;1.1290323
28.2;145.8498;0.96169355
28.2001;153.95257;1.0745968
28.2002;157.90514;1.0524194
28.2003;160.86957;1.0725806
28.2004;164.03162;1.0504032
28.2005;166.60079;1.0645161
28.2006;169.36759;1.0564516
28.2007;170.94862;1.0342742
28.2008;172.33202;1.0645161
28.2009;173.32016;1.0645161
28.201;173.71542;1.0745968
28.2011;174.11067;1.0403226
28.2012;173.71542;1.0524194
28.2013;173.51779;1.0685484
28.2014;172.52964;1.0383065
28.2015;171.5415;1.0564516
28.2016;170.1581;1.0907258
28.2017;168.7747;1.0947581
28.2018;165.81028;1.0403226
28.2019;164.42688;1.141129
28.202;161.46245;1.0806452
28.2021;159.48617;1.0766129
28.2022;157.50988;1.1048387
28.2023;155.13834;1.0987903
28.2024;152.96443;1.1129032
28.2025;150.59289;1.108871
28.2026;148.22134;1.0504032
28.2027;145.45455;1.1391129
28.2028;143.47826;1.108871
28.2029;142.49012;1.1451613
28.203;143.28063;1.108871
28.2031;142.29249;1.1330645
28.2032;142.29249;1.125
28.2033;141.30435;1.1068548
28.2034;154.94071;1.5524194
28.2035;157.50988;1.1995968
28.2036;161.26482;1.2318548
28.2037;164.22925;1.2016129
28.2038;167.19368;1.1854839
28.2039;168.7747;1.1693548
28.204;171.34387;1.1814516
28.2041;173.32016;1.1370968
28.2042;173.51779;1.2197581
28.2043;174.3083;1.3951613
28.2044;174.50593;1.1935484
28.2045;174.50593;1.1693548
28.2046;174.11067;1.2177419
28.2047;173.12253;1.1854839
28.2048;172.52964;1.2379032
28.2049;171.34387;1.2399194
28.205;169.56522;1.2137097
28.2051;166.79842;1.1854839
28.2052;165.41502;1.1995968
28.2053;163.24111;1.2096774
28.2054;160.67194;1.1995968
28.2055;158.69565;1.2237903
28.2056;156.32411;1.2419355
28.2057;154.1502;1.2217742
28.2058;151.97628;1.2177419
28.2059;149.40711;1.2419355
28.206;146.64032;1.233871
28.2061;144.26877;1.2379032
28.2062;141.30435;1.25
28.2063;140.71146;1.2298387
28.2064;140.31621;1.203629
28.2065;139.92095;1.1995968
28.2066;139.72332;1.2096774
28.2067;139.72332;1.2096774
28.2068;149.01186;1.125
28.2069;155.33597;1.1693548
28.207;159.28854;1.1290323
28.2071;162.25296;1.1290323
28.2072;164.82213;1.0987903
28.2073;166.40316;1.125
28.2074;168.57708;1.1290323
28.2075;169.16996;1.1169355
28.2076;170.35573;1.1169355
28.2077;171.5415;0.96370968
28.2078;170.75099;1.1814516
28.2079;171.14625;1.1512097
28.208;170.55336;1.1028226
28.2081;169.76285;1.1330645
28.2082;168.37945;1.1209677
28.2083;167.3913;1.1653226
28.2084;165.61265;1.0987903
28.2085;163.43874;1.1350806
28.2086;161.66008;1.1834677
28.2087;159.28854;1.1633065
28.2088;157.31225;1.1391129
28.2089;154.94071;1.1572581
28.209;152.37154;1.1512097
28.2091;150.19763;1.1189516
28.2092;147.82609;1.0987903
28.2093;144.86166;1.1189516
28.2094;142.88538;1.1330645
28.2095;139.92095;1.1310484
28.2096;139.72332;1.1653226
28.2097;139.13043;1.1693548
28.2098;139.32806;1.1975806
28.2099;138.53755;1.1451613
28.21;138.33992;1.1612903
28.2101;151.97628;1.2802419
28.2102;155.92885;1.2197581
28.2103;159.28854;1.233871
28.2104;162.64822;1.2237903
28.2105;165.61265;1.2399194
28.2106;168.57708;1.25
28.2107;170.1581;1.3084677
28.2108;171.5415;1.25
28.2109;172.9249;1.203629
28.211;173.71542;1.2056452
28.2111;173.71542;1.2237903
28.2112;174.3083;1.2741935
28.2113;173.51779;1.2137097
28.2114;173.12253;1.1955645
28.2115;172.52964;1.1975806
28.2116;170.35573;1.1754032
28.2117;169.56522;1.2076613
28.2118;167.78656;1.2016129
28.2119;164.82213;1.1875
28.212;163.04348;1.2096774
28.2121;159.88142;1.1552419
28.2122;158.3004;1.1592742
28.2123;155.92885;1.1774194
28.2124;153.55731;1.1814516
