ASCII data file created with TiePie Multi Channel software. www.tiepie.com.
2017-03-10 13:40:05 400m





Relative time;HS4D-5(24422).Ch4;HS4D-5(24422).Ch3;HS4D-5(24422).Ch1;HS4D-5(24422).Ch2
s;V;V;V;V
1.29975;0.057259714;1.6261491;394.98747;393.61277
1.2998;-0.044989775;1.5444331;395.38847;394.81038
1.29985;0.13087935;1.6670072;396.19048;395.20958
1.2999;0.10633947;1.6588355;396.19048;396.40719
1.29995;0.23312883;1.7405516;396.99248;396.00798
1.3;0.069529652;1.6261491;396.99248;396.00798
1.30005;-0.016359918;1.5566905;396.99248;395.60878
1.3001;0.098159509;1.6384065;396.59148;396.00798
1.30015;0.061349693;1.6138917;395.78947;395.20958
1.3002;0.23312883;1.7201226;396.19048;395.20958
1.30025;0.16768916;1.691522;394.98747;394.01198
1.3003;0.069529652;1.6138917;393.78446;392.81437
1.30035;0.065439673;1.6016343;392.58145;391.61677
1.3004;0.065439673;1.5934627;391.77945;390.81836
1.30045;0.25766871;1.73238;390.57644;390.41916
1.3005;0.061349693;1.5893769;389.37343;388.02395
1.30055;0.057259714;1.5852911;387.36842;387.22555
1.3006;0.028629857;1.5648621;384.96241;384.83034
1.30065;0.15132924;1.6506639;384.1604;382.03593
1.3007;0.33537832;1.7814096;382.15539;381.23752
1.30075;0.08997955;1.6138917;379.74937;378.84232
1.3008;0.016359918;1.5526047;376.94236;376.44711
1.30085;0.09406953;1.6057201;374.53634;374.8503
1.3009;-0.036809816;1.5076609;371.72932;371.25749
1.30095;0.18813906;1.6629213;369.72431;368.86228
1.301;0.077709611;1.5852911;367.3183;366.46707
1.30105;0.065439673;1.5730337;364.91228;364.87026
1.3011;0.081799591;1.5975485;362.90727;362.07585
1.30115;0.061349693;1.5648621;360.10025;359.68064
1.3012;0.38445808;1.8018386;358.09524;356.88623
1.30125;0.17177914;1.6547497;354.88722;353.29341
1.3013;0.10633947;1.6098059;352.0802;351.29741
1.30135;0.09406953;1.5975485;349.67419;348.9022
1.3014;0.061349693;1.5689479;347.26817;345.30938
1.30145;0.35173824;1.7773238;344.86216;344.11178
1.3015;0.15132924;1.6343207;342.05514;340.91816
1.30155;0.1390593;1.6179775;339.24812;338.52295
1.3016;0.10224949;1.5893769;336.4411;336.12774
1.30165;0.24539877;1.6996936;333.23308;332.93413
1.3017;0.3190184;1.73238;331.22807;330.13972
1.30175;0.11042945;1.5852911;328.42105;326.94611
1.3018;0.12269939;1.5852911;325.61404;324.1517
1.30185;0.0040899796;1.4994893;325.21303;324.5509
1.3019;0.057259714;1.5362615;325.21303;324.5509
1.30195;0.26175869;1.6670072;324.81203;324.5509
1.302;0.11860941;1.5812053;324.41103;322.95409
1.30205;0.040899796;1.5199183;324.41103;323.7525
1.3021;-0.11860941;1.3564862;340.85213;339.32136
1.30215;-0.200409;1.3074566;344.86216;344.11178
1.3022;-0.057259714;1.4136874;348.47118;347.70459
1.30225;-0.13496933;1.340143;350.87719;350.0998
1.3023;-0.22494888;1.299285;356.09023;355.28942
1.30235;-0.12678937;1.3769152;358.09524;357.68463
1.3024;-0.14723926;1.3646578;361.70426;360.47904
1.30245;0.024539877;1.4872319;364.91228;364.07186
1.3025;-0.049079755;1.4300306;368.5213;367.26547
1.30255;-0.400818;1.1848825;372.13033;370.85828
1.3026;-0.25766871;1.2747702;374.53634;374.0519
1.30265;-0.24948875;1.2951992;377.34336;376.44711
1.3027;-0.14723926;1.3687436;379.74937;378.84232
1.30275;-0.20449898;1.3319714;381.75439;381.23752
1.3028;-0.1799591;1.3564862;385.36341;384.83034
1.30285;-0.098159509;1.421859;388.17043;387.22555
1.3029;-0.2208589;1.3319714;390.17544;389.22156
1.30295;-0.11860941;1.4055158;391.37845;390.81836
1.303;-0.20858896;1.340143;392.58145;392.41517
1.30305;-0.32719836;1.258427;393.78446;392.81437
1.3031;-0.17586912;1.3646578;394.58647;394.01198
1.30315;-0.21676892;1.3483146;396.19048;394.81038
1.3032;-0.13496933;1.4096016;397.39348;396.00798
1.30325;-0.24130879;1.3237998;396.99248;396.80639
1.3033;-0.20449898;1.3524004;397.79449;396.40719
1.30335;-0.13496933;1.4055158;398.19549;397.20559
1.3034;-0.18813906;1.3728294;398.99749;397.20559
1.30345;-0.1390593;1.4055158;398.59649;397.60479
1.3035;-0.24948875;1.3442288;398.19549;397.60479
1.30355;-0.18404908;1.381001;398.59649;397.60479
1.3036;-0.20449898;1.3687436;397.79449;396.80639
1.30365;-0.17177914;1.40143;396.99248;396.40719
1.3037;-0.016359918;1.4994893;396.99248;395.60878
1.30375;-0.14314928;1.4177732;395.78947;394.81038
1.3038;-0.19631902;1.381001;394.58647;394.01198
1.30385;-0.19222904;1.3891726;393.78446;392.81437
1.3039;-0.14723926;1.4177732;391.37845;390.41916
1.30395;0.024539877;1.5403473;390.17544;389.62076
1.304;-0.13496933;1.4300306;388.17043;387.62475
1.30405;-0.18404908;1.40143;386.56642;384.83034
1.3041;-0.13496933;1.4382022;383.3584;382.03593
1.30415;-0.12269939;1.442288;380.95238;379.64072
1.3042;-0.024539877;1.4913177;377.74436;376.84631
1.30425;-0.21267894;1.3687436;374.53634;373.25349
1.3043;-0.26993865;1.3156282;371.72932;370.05988
1.30435;-0.21267894;1.3728294;368.5213;367.26547
1.3044;-0.11042945;1.4463739;366.11529;364.87026
1.30445;-0.057259714;1.4749745;363.70927;362.87425
1.3045;-0.19222904;1.381001;360.90226;360.07984
1.30455;-0.27811861;1.3156282;357.69424;356.48703
1.3046;-0.29856851;1.2951992;355.68922;354.89022
1.30465;-0.19631902;1.3687436;352.0802;350.8982
1.3047;-0.053169734;1.4627171;348.47118;348.10379
1.30475;-0.23312883;1.3442288;346.46617;345.70858
1.3048;-0.2208589;1.360572;344.46115;342.91417
1.30485;-0.18813906;1.3850868;341.65414;340.51896
1.3049;-0.14723926;1.4096016;338.44612;337.32535
1.30495;-0.08997955;1.4382022;335.6391;334.13174
1.305;-0.17586912;1.3850868;333.23308;331.33733
1.30505;-0.33128834;1.2747702;330.82707;329.34132
1.3051;-0.27811861;1.3074566;327.61905;326.1477
1.30515;-0.11451943;1.4259448;325.21303;324.1517
1.3052;0.049079755;1.5730337;325.61404;324.1517
1.30525;-0.065439673;1.5035751;326.41604;325.3493
1.3053;-0.11860941;1.4627171;326.41604;325.7485
1.30535;-0.08997955;1.4790603;326.81704;324.9501
1.3054;-0.09406953;1.4872319;327.21805;326.1477
1.30545;0.069529652;1.5934627;327.21805;325.7485
1.3055;0.17586912;1.8100102;344.46115;343.31337
1.30555;0.13496933;1.7201226;349.67419;348.10379
1.3056;0.16359918;1.7282942;353.28321;352.89421
1.30565;0.08997955;1.671093;357.29323;356.08782
1.3057;0.20858896;1.7568948;360.10025;358.88224
1.30575;0.17177914;1.7364658;362.90727;361.67665
1.3058;0.24539877;1.773238;366.51629;365.26946
1.30585;0.24130879;1.7814096;370.52632;369.66068
1.3059;0.12678937;1.7078652;374.13534;373.25349
1.30595;0.21267894;1.7609806;377.74436;376.44711
1.306;0.13496933;1.7037794;380.55138;380.03992
1.30605;0.1799591;1.7364658;383.7594;382.43513
1.3061;0.20858896;1.7568948;386.16541;385.62874
1.30615;0.040899796;1.6220633;386.96742;386.02794
1.3062;0.19222904;1.7282942;388.97243;388.42315
1.30625;0.1595092;1.6996936;392.18045;390.41916
1.3063;0.11042945;1.6751788;394.58647;393.61277
1.30635;0.15541922;1.7037794;396.99248;396.40719
1.3064;0.028629857;1.6016343;397.79449;396.80639
1.30645;0.1595092;1.6996936;398.99749;397.60479
1.3065;0.37218814;1.8508682;399.3985;398.8024
1.30655;0.47852761;1.9652707;399.3985;398.8024
1.3066;0.57259714;2.0469867;399.3985;397.60479
1.30665;0.24539877;1.7854954;398.59649;398.00399
1.3067;0.19222904;1.711951;398.59649;398.00399
1.30675;0.073619632;1.6098059;397.79449;396.80639
1.3068;0.22494888;1.7201226;397.39348;396.00798
1.30685;0.20858896;1.7160368;396.59148;395.60878
1.3069;0.19631902;1.7078652;396.19048;395.20958
1.30695;0.27402863;1.752809;395.78947;394.41118
1.307;0.15541922;1.6670072;394.58647;393.21357
1.30705;0.26584867;1.73238;392.98246;392.41517
1.3071;0.12269939;1.6424923;392.58145;391.21756
1.30715;0.10633947;1.6261491;390.57644;390.01996
1.3072;0.24539877;1.711951;388.57143;388.02395
1.30725;0.200409;1.6833504;386.96742;386.42715
1.3073;0.1390593;1.6465781;385.36341;384.83034
1.30735;0.21267894;1.6996936;382.95739;382.83433
1.3074;0.24539877;1.7160368;380.95238;380.03992
1.30745;0.400818;1.8263534;378.54637;378.04391
1.3075;0.20858896;1.6792646;375.73935;375.2495
1.30755;0.11860941;1.6179775;374.13534;373.25349
1.3076;0.12269939;1.6138917;372.13033;371.25749
1.30765;0.22903885;1.691522;370.12531;368.46307
1.3077;0.35173824;1.7650664;366.51629;365.26946
1.30775;0.27811861;1.7201226;364.91228;364.07186
1.3078;0.26175869;1.7078652;362.90727;362.47505
1.30785;0.1799591;1.6547497;360.10025;358.88224
1.3079;0.29856851;1.7160368;356.89223;356.88623
1.30795;0.46216769;1.8386108;354.88722;353.69261
1.308;0.29856851;1.73238;352.0802;351.29741
1.30805;0.25357873;1.691522;350.47619;349.3014
1.3081;0.21676892;1.6588355;347.66917;346.10778
1.30815;0.36400818;1.7650664;344.86216;343.71257
1.3082;0.47034765;1.8304392;342.05514;340.11976
1.30825;0.42126789;1.8018386;339.24812;338.92216
1.3083;0.3394683;1.7446374;336.4411;335.72854
1.30835;0.28629857;1.6996936;334.43609;333.33333
1.3084;0.35582822;1.7446374;330.82707;330.13972
1.30845;0.43353783;1.7895812;328.02005;326.94611
1.3085;0.33128834;1.7242084;324.81203;324.1517
1.30855;0.20449898;1.6179775;324.41103;322.95409
1.3086;0.19222904;1.6098059;324.81203;323.35329
1.30865;0.200409;1.6057201;324.41103;323.35329
1.3087;0.38445808;1.7242084;324.01003;322.95409
1.30875;0.24948875;1.6343207;323.60902;322.55489
1.3088;0.15541922;1.5648621;323.20802;321.35729
1.30885;-0.16768916;1.3115424;343.25815;342.11577
1.3089;-0.016359918;1.4136874;347.66917;347.30539
1.30895;0.19631902;1.5689479;351.6792;350.499
1.309;0.044989775;1.4668029;354.88722;353.69261
1.30905;0.012269939;1.4341164;358.49624;357.68463
1.3091;0.053169734;1.4708887;361.70426;360.87824
1.30915;-0.012269939;1.421859;363.70927;362.87425
1.3092;0.020449898;1.4382022;367.3183;366.06786
1.30925;-0.08997955;1.3687436;369.72431;369.26148
1.3093;0.0040899796;1.4463739;373.73434;372.45509
1.30935;0.085889571;1.5035751;376.94236;376.0479
1.3094;-0.024539877;1.4300306;379.74937;379.24152
1.30945;0.069529652;1.4954035;382.55639;381.63673
1.3095;-0.11860941;1.3564862;384.1604;383.63273
1.30955;-0.061349693;1.40143;386.16541;385.22954
1.3096;0.044989775;1.4668029;387.76942;386.82635
1.30965;0.012269939;1.4586313;389.37343;388.42315
1.3097;0.069529652;1.5076609;391.37845;390.01996
1.30975;-0.065439673;1.4055158;392.18045;391.61677
1.3098;-0.057259714;1.4055158;393.38346;392.01597
1.30985;0.024539877;1.4708887;394.18546;392.81437
1.3099;-0.057259714;1.4096016;394.58647;393.61277
1.30995;-0.0040899796;1.4341164;395.38847;393.61277
1.31;-0.073619632;1.3973442;395.38847;394.01198
1.31005;-0.061349693;1.4136874;395.38847;394.41118
1.3101;0;1.4668029;396.59148;395.20958
1.31015;-0.036809816;1.4341164;395.38847;394.41118
1.3102;0.15541922;1.5730337;395.38847;394.81038
1.31025;0.044989775;1.4954035;394.98747;394.01198
1.3103;-0.053169734;1.421859;394.58647;393.61277
1.31035;0.020449898;1.4790603;392.98246;392.01597
1.3104;-0.0040899796;1.4627171;392.18045;392.01597
1.31045;0.13496933;1.5485189;390.97744;390.41916
1.3105;0.11451943;1.5403473;390.97744;389.22156
1.31055;0.020449898;1.4872319;389.37343;388.82236
1.3106;-0.024539877;1.4586313;386.56642;386.02794
1.31065;0.0081799591;1.4831461;385.76441;384.03194
1.3107;0.053169734;1.4913177;383.3584;382.03593
1.31075;-0.049079755;1.4259448;380.55138;380.03992
1.3108;-0.061349693;1.421859;378.14536;377.64471
1.31085;-0.14314928;1.360572;375.33835;374.0519
1.3109;0.020449898;1.4708887;372.53133;372.05589
1.31095;0.10633947;1.5240041;369.72431;368.86228
1.311;-0.016359918;1.4504597;367.3183;365.66866
1.31105;-0.040899796;1.4341164;366.11529;364.87026
1.3111;-0.11042945;1.3850868;362.90727;361.27745
1.31115;-0.065439673;1.4136874;360.10025;358.48303
1.3112;0.028629857;1.4668029;356.49123;355.28942
1.31125;-0.069529652;1.3973442;353.68421;352.89421
1.3113;-0.085889571;1.3932584;350.87719;349.7006
1.31135;-0.21676892;1.3074566;348.07018;346.90619
1.3114;-0.16359918;1.3278856;345.26316;344.51098
1.31145;0.061349693;1.4831461;342.85714;341.71657
1.3115;-0.13496933;1.3646578;340.05013;338.92216
1.31155;-0.13496933;1.360572;337.24311;335.32934
1.3116;-0.13496933;1.360572;334.03509;332.53493
1.31165;-0.08997955;1.3973442;331.62907;329.74052
1.3117;0.040899796;1.4790603;328.02005;327.74451
1.31175;-0.1390593;1.3524004;325.61404;324.5509
1.3118;0.020449898;1.4627171;323.20802;322.15569
1.31185;0.012269939;1.4913177;322.80702;322.15569
1.3119;0.11451943;1.5689479;323.60902;322.55489
1.31195;0.22494888;1.6424923;323.60902;322.15569
1.312;0.09406953;1.5607763;322.40602;321.75649
1.31205;0.040899796;1.5280899;322.80702;321.35729
1.3121;0.077709611;1.5526047;323.20802;321.75649
1.31215;0.26993865;1.8059244;342.45614;341.71657
1.3122;0.50306748;1.9325843;347.66917;346.50699
1.31225;0.3599182;1.8263534;351.2782;350.0998
1.3123;0.37218814;1.834525;354.88722;354.49102
1.31235;0.31492843;1.7773238;358.09524;357.68463
1.3124;0.28220859;1.7650664;361.70426;360.47904
1.31245;0.38854806;1.8304392;365.31328;364.47106
1.3125;0.25357873;1.7446374;369.32331;368.86228
1.31255;0.38445808;1.834525;373.33333;372.45509
1.3126;0.36400818;1.8304392;376.54135;375.2495
1.31265;0.30674847;1.7814096;379.34837;378.04391
1.3127;0.39672802;1.8386108;382.15539;380.83832
1.31275;0.37218814;1.8263534;384.96241;384.43114
1.3128;0.25357873;1.7364658;387.36842;386.02794
1.31285;0.36809816;1.814096;390.57644;389.62076
1.3129;0.28220859;1.7446374;390.97744;390.41916
1.31295;0.36400818;1.793667;392.58145;392.01597
1.313;0.30265849;1.752809;394.98747;394.01198
1.31305;0.24130879;1.6996936;395.78947;395.20958
1.3131;0.29447853;1.7364658;396.99248;396.40719
1.31315;0.23312883;1.6996936;397.79449;396.80639
1.3132;0.36809816;1.7854954;398.59649;397.60479
1.31325;0.27811861;1.7242084;398.99749;398.40319
1.3133;0.28629857;1.73238;399.3985;398.40319
1.31335;0.30674847;1.7446374;399.7995;398.8024
1.3134;0.27811861;1.7160368;398.59649;398.00399
1.31345;0.3394683;1.7446374;398.19549;397.60479
1.3135;0.27402863;1.6996936;398.99749;397.60479
1.31355;0.25766871;1.6874362;397.79449;396.80639
1.3136;0.25766871;1.6833504;396.99248;396.00798
1.31365;0.17586912;1.6302349;395.78947;395.60878
1.3137;0.31492843;1.7078652;395.38847;394.01198
1.31375;0.22494888;1.6547497;393.38346;392.81437
1.3138;0.1390593;1.5934627;392.18045;391.61677
1.31385;0.16359918;1.5934627;390.57644;390.01996
1.3139;0.200409;1.6343207;389.37343;388.82236
1.31395;0.30265849;1.6874362;388.17043;386.82635
1.314;0.098159509;1.5321757;384.96241;383.63273
1.31405;0.20858896;1.6343207;384.5614;382.83433
1.3141;0.13087935;1.5648621;380.95238;380.43912
1.31415;0.35582822;1.7282942;378.94737;378.44311
1.3142;0.37627812;1.7364658;376.54135;376.44711
1.31425;0.23721881;1.6506639;372.93233;372.45509
1.3143;0.24948875;1.6465781;369.72431;368.46307
1.31435;0.16359918;1.5893769;367.7193;366.86627
1.3144;0.27402863;1.6629213;365.31328;364.47106
1.31445;0.32719836;1.6956078;363.70927;362.47505
1.3145;0.23312883;1.6302349;360.90226;360.07984
1.31455;0.15132924;1.5852911;357.69424;357.68463
1.3146;0.43353783;1.7854954;355.28822;354.49102
1.31465;0.30265849;1.691522;352.4812;351.69661
1.3147;0.41717791;1.7650664;350.47619;349.7006
1.31475;0.24948875;1.6424923;347.66917;346.50699
1.3148;0.24948875;1.6384065;345.66416;344.91018
1.31485;0.21676892;1.6179775;342.45614;342.51497
1.3149;0.39263804;1.7364658;340.85213;339.72056
1.31495;0.44171779;1.773238;338.04511;336.92615
1.315;0.29038855;1.6670072;334.43609;333.73253
1.31505;0.29856851;1.6670072;332.43108;331.33733
1.3151;0.26993865;1.6506639;329.62406;328.54291
1.31515;0.23312883;1.6138917;326.81704;326.54691
1.3152;0.34764826;1.6956078;328.02005;326.54691
1.31525;0.200409;1.5812053;328.02005;326.94611
1.3153;0.16359918;1.5566905;328.42105;326.94611
1.31535;0.1595092;1.5526047;328.02005;326.94611
1.3154;0.17586912;1.5648621;327.61905;327.34531
1.31545;0.3190184;1.6506639;328.42105;327.34531
1.3155;-0.23312883;1.2175689;346.46617;344.11178
1.31555;-0.09406953;1.3319714;350.07519;349.7006
1.3156;-0.020449898;1.3932584;353.68421;352.89421
1.31565;-0.11042945;1.3319714;355.68922;355.28942
1.3157;0.065439673;1.4504597;358.49624;358.88224
1.31575;-0.028629857;1.3973442;363.30827;362.07585
1.3158;0.0040899796;1.4259448;366.51629;365.66866
1.31585;0;1.4177732;370.12531;369.26148
1.3159;-0.17586912;1.2911134;372.93233;372.05589
1.31595;-0.020449898;1.40143;374.53634;374.4511
1.316;-0.15541922;1.3115424;377.34336;376.44711
1.31605;-0.10633947;1.3524004;380.55138;380.03992
1.3161;-0.46216769;1.0909091;382.15539;381.23752
1.31615;0.020449898;1.442288;384.5614;384.03194
1.3162;0.077709611;1.5035751;386.16541;385.62874
1.31625;0.0081799591;1.4504597;390.17544;389.22156
1.3163;-0.061349693;1.4055158;392.18045;391.61677
1.31635;0.020449898;1.4627171;394.18546;393.21357
1.3164;-0.08997955;1.3891726;394.58647;394.01198
1.31645;-0.061349693;1.4055158;395.78947;396.00798
1.3165;-0.3599182;1.1726251;397.39348;396.00798
1.31655;-0.55623722;0.99693565;396.19048;396.40719
1.3166;-0.41717791;1.0827375;397.39348;396.80639
1.31665;-0.2208589;1.2502554;398.59649;396.40719
1.3167;0.1390593;1.5403473;398.19549;396.40719
1.31675;-0.073619632;1.4259448;396.99248;396.80639
1.3168;0.024539877;1.4708887;397.79449;396.80639
1.31685;-0.10224949;1.3932584;396.59148;395.60878
1.3169;-0.15541922;1.360572;396.59148;395.20958
1.31695;0.012269939;1.4668029;396.19048;394.81038
1.317;-0.08997955;1.3932584;394.98747;394.01198
1.31705;-0.17586912;1.3319714;394.18546;393.61277
1.3171;-0.11860941;1.3850868;392.98246;392.81437
1.31715;-0.09406953;1.40143;392.18045;391.21756
1.3172;0;1.4668029;390.97744;389.62076
1.31725;-0.17177914;1.3524004;388.57143;388.02395
1.3173;-0.30265849;1.2257406;386.56642;386.02794
1.31735;-0.16768916;1.3687436;385.76441;384.43114
1.3174;-0.028629857;1.4463739;382.55639;382.03593
1.31745;-0.073619632;1.4136874;379.74937;378.84232
1.3175;-0.19222904;1.340143;377.34336;376.0479
1.31755;-0.16768916;1.3564862;375.73935;374.0519
1.3176;-0.23721881;1.3033708;373.33333;371.65669
1.31765;-0.25357873;1.2911134;370.12531;369.26148
1.3177;-0.032719836;1.442288;368.1203;367.26547
1.31775;-0.1595092;1.3646578;365.71429;364.07186
1.3178;-0.17177914;1.3646578;362.50627;362.47505
1.31785;-0.29856851;1.2502554;359.69925;358.08383
1.3179;-0.3803681;1.1971399;356.89223;356.08782
1.31795;-0.053169734;1.4300306;354.88722;353.69261
1.318;-0.21676892;1.3156282;351.6792;350.0998
1.31805;-0.22903885;1.3033708;348.87218;348.10379
1.3181;-0.29856851;1.2625128;346.06516;344.51098
1.31815;-0.23721881;1.3033708;343.25815;342.11577
1.3182;-0.13087935;1.3728294;340.45113;339.32136
1.31825;-0.37627812;1.2093973;337.64411;336.12774
1.3183;-0.29447853;1.258427;334.43609;333.33333
1.31835;-0.35173824;1.2216547;331.62907;330.13972
1.3184;-0.31492843;1.2502554;328.82206;327.34531
1.31845;-0.028629857;1.4668029;326.01504;324.9501
1.3185;-0.15541922;1.381001;323.20802;322.15569
1.31855;-0.12269939;1.4259448;323.20802;321.75649
1.3186;-0.10633947;1.4463739;323.60902;321.75649
1.31865;-0.14314928;1.4259448;322.80702;322.15569
1.3187;0.0040899796;1.5117467;322.00501;322.15569
1.31875;-0.08997955;1.4586313;322.40602;321.35729
1.3188;-0.11451943;1.4504597;322.80702;321.75649
1.31885;0.76482618;2.2022472;344.86216;343.71257
1.3189;0.30265849;1.8181818;347.26817;346.50699
1.31895;0.14723926;1.7037794;350.87719;350.499
1.319;0.21267894;1.7446374;355.28822;355.68862
1.31905;0.032719836;1.6179775;358.89724;357.68463
1.3191;0.11860941;1.6751788;362.10526;360.87824
1.31915;0.11042945;1.6751788;364.91228;364.07186
1.3192;0.200409;1.73238;369.72431;368.46307
1.31925;0.08997955;1.6588355;373.33333;372.05589
1.3193;0.12269939;1.6792646;376.54135;376.0479
1.31935;0.10633947;1.6751788;378.94737;378.44311
1.3194;0.1595092;1.7160368;382.55639;381.63673
1.31945;0.22494888;1.7568948;384.5614;384.03194
1.3195;0.081799591;1.6588355;386.56642;386.02794
1.31955;0.032719836;1.6220633;389.37343;388.02395
1.3196;0.24948875;1.752809;389.77444;389.22156
1.31965;0.08997955;1.6547497;391.77945;391.61677
1.3197;0.19631902;1.7282942;392.98246;392.41517
1.31975;0.012269939;1.5975485;394.18546;393.61277
1.3198;-0.024539877;1.5607763;394.98747;394.41118
1.31985;0.085889571;1.6302349;395.38847;394.01198
1.3199;0.053169734;1.6138917;396.19048;395.60878
1.31995;0.55623722;1.9652707;396.99248;396.00798
1.32;0.17586912;1.6956078;396.19048;395.60878
1.32005;-0.065439673;1.5158325;396.19048;395.60878
1.3201;0.040899796;1.6057201;396.59148;394.81038
1.32015;0.13087935;1.6629213;395.38847;395.20958
1.3202;0.22903885;1.7282942;395.38847;394.41118
1.32025;0;1.5689479;393.78446;393.21357
1.3203;-0.057259714;1.5240041;393.38346;392.01597
1.32035;0.044989775;1.5852911;392.58145;391.21756
1.3204;0.032719836;1.5689479;390.17544;390.01996
1.32045;0.18813906;1.6833504;389.37343;389.22156
1.3205;-0.0040899796;1.5444331;388.97243;387.62475
1.32055;-0.069529652;1.4913177;386.96742;386.02794
1.3206;0.0081799591;1.5485189;384.96241;384.03194
1.32065;0.081799591;1.5893769;382.95739;382.03593
1.3207;0.34355828;1.8100102;380.95238;380.83832
1.32075;0.23312883;1.7160368;380.15038;378.84232
1.3208;0.044989775;1.5607763;376.54135;376.0479
1.32085;0.0040899796;1.5362615;374.53634;373.65269
1.3209;0.11860941;1.6138917;370.92732;371.25749
1.32095;0.16768916;1.6506639;368.1203;367.26547
1.321;0.073619632;1.5852911;366.91729;366.46707
1.32105;0.085889571;1.5975485;364.51128;364.07186
1.3211;0.024539877;1.5485189;362.10526;361.27745
1.32115;0.11860941;1.6261491;360.10025;358.88224
1.3212;0.12269939;1.6179775;356.49123;356.08782
1.32125;0.28220859;1.7201226;353.28321;352.89421
1.3213;0.049079755;1.5689479;352.0802;350.8982
1.32135;0.1595092;1.6588355;349.27318;348.10379
1.3214;0.11042945;1.6016343;346.46617;345.70858
1.32145;0.23721881;1.691522;343.65915;342.91417
1.3215;0.11451943;1.6016343;341.65414;339.72056
1.32155;0.11042945;1.5975485;338.44612;337.32535
1.3216;0.024539877;1.5444331;335.6391;334.93014
1.32165;0.24539877;1.6996936;333.63409;332.53493
1.3217;0.29038855;1.7242084;330.82707;329.74052
1.32175;0.11042945;1.5852911;327.61905;326.94611
1.3218;0.11451943;1.5975485;325.21303;324.1517
1.32185;0.028629857;1.5280899;325.21303;324.1517
1.3219;-0.0081799591;1.4913177;324.41103;324.1517
1.32195;0.1595092;1.6057201;324.81203;323.7525
1.322;-0.053169734;1.4545455;324.01003;323.35329
1.32205;0.024539877;1.5035751;324.01003;323.35329
1.3221;-0.032719836;1.3932584;338.44612;337.32535
1.32215;-0.2208589;1.2870276;344.86216;343.71257
1.3222;-0.044989775;1.4259448;348.87218;347.70459
1.32225;-0.23312883;1.2951992;352.4812;351.29741
1.3223;0.12678937;1.5362615;356.09023;355.28942
1.32235;-0.26175869;1.2706844;359.29825;357.68463
1.3224;-0.20858896;1.3237998;362.10526;360.87824
1.32245;-0.061349693;1.421859;365.31328;363.67265
1.3225;-0.2208589;1.3156282;368.92231;367.66467
1.32255;-0.19631902;1.3319714;372.13033;371.25749
1.3226;-0.23312883;1.319714;375.33835;374.8503
1.32265;-0.26993865;1.2870276;378.14536;377.24551
1.3227;-0.25766871;1.3033708;380.55138;379.64072
1.32275;-0.22494888;1.3156282;383.3584;382.43513
1.3228;-0.25766871;1.3033708;385.76441;385.22954
1.32285;-0.1390593;1.3891726;388.57143;387.62475
1.3229;-0.26993865;1.3115424;389.77444;388.82236
1.32295;-0.077709611;1.4463739;391.77945;390.01996
1.323;-0.19222904;1.3687436;392.58145;391.61677
1.32305;-0.35173824;1.2420838;393.38346;393.21357
1.3231;-0.23312883;1.3360572;394.58647;394.41118
1.32315;-0.25766871;1.3278856;396.19048;395.20958
1.3232;-0.13087935;1.4055158;397.39348;396.40719
1.32325;-0.28629857;1.3033708;398.19549;397.60479
1.3233;-0.27811861;1.3115424;398.19549;397.20559
1.32335;-0.24130879;1.3442288;398.19549;397.60479
1.3234;-0.31083845;1.2911134;397.79449;396.80639
1.32345;-0.0040899796;1.5158325;398.59649;398.00399
1.3235;-0.17586912;1.3932584;398.59649;398.40319
1.32355;-0.25766871;1.3442288;398.59649;397.60479
1.3236;-0.26584867;1.340143;398.19549;397.20559
1.32365;-0.21676892;1.3728294;397.39348;396.40719
1.3237;-0.049079755;1.4831461;397.39348;396.00798
1.32375;-0.26584867;1.3442288;396.19048;395.20958
1.3238;-0.18404908;1.3973442;393.78446;393.21357
1.32385;-0.200409;1.381001;392.98246;392.01597
1.3239;-0.098159509;1.4668029;391.37845;390.81836
1.32395;0.069529652;1.5607763;389.77444;389.22156
1.324;-0.33537832;1.3074566;388.17043;386.42715
1.32405;-0.1390593;1.4545455;386.56642;384.83034
1.3241;-0.20858896;1.3850868;383.7594;382.43513
1.32415;-0.31083845;1.3156282;380.95238;380.03992
1.3242;-0.077709611;1.4668029;377.34336;376.0479
1.32425;-0.27402863;1.3319714;374.53634;373.25349
1.3243;-0.22903885;1.360572;369.72431;369.26148
1.32435;-0.22903885;1.360572;367.7193;366.86627
1.3244;-0.30674847;1.3115424;366.11529;365.26946
1.32445;-0.1390593;1.4177732;362.50627;361.27745
1.3245;-0.15132924;1.4136874;360.10025;359.28144
1.32455;-0.23312883;1.3564862;358.09524;357.28543
1.3246;-0.26993865;1.3360572;355.28822;354.49102
1.32465;-0.200409;1.3728294;352.0802;350.8982
1.3247;-0.10224949;1.4382022;349.27318;348.10379
1.32475;-0.2208589;1.3646578;346.46617;345.70858
1.3248;-0.2208589;1.3646578;344.06015;342.91417
1.32485;-0.29447853;1.3074566;341.65414;340.11976
1.3249;-0.19222904;1.381001;338.04511;337.72455
1.32495;-0.16359918;1.3891726;334.43609;334.13174
1.325;-0.2208589;1.360572;332.43108;331.33733
1.32505;-0.34764826;1.2502554;329.62406;328.54291
1.3251;-0.15132924;1.4382022;327.61905;326.1477
1.32515;-0.057259714;1.4831461;326.41604;324.9501
